id,title,release_date,poster_path,overview,vote_average,original_title,original_language,backdrop_path,popularity,homepage,revenue,runtime,budget,youtube_key
955644,Mia and Me: The Hero of Centopia,2022-05-26,/a3ZpDsvNCQUOD7ApAs9y3mFwVU4.jpg,"Mia discovers her magic stone is part of an ancient prophecy and embarks on a thrilling journey to the farthest islands of Centopia to face a great evil, and shape her own destiny.",7.4,Mia and Me: The Hero of Centopia,en,/a6OX0pzbcPHstcNPK3FSJGq8Sxp.jpg,480.907,,0,82,0,2-reTVlqsJo
508947,Turning Red,2022-03-10,/qsdjk9oAKSQMWs0Vt5Pyfh6O4GZ.jpg,"Thirteen-year-old Mei is experiencing the awkwardness of being a teenager with a twist – when she gets too excited, she transforms into a giant red panda.",7.5,Turning Red,en,/fOy2Jurz9k6RnJnMUMRDAgBwru2.jpg,561.307,https://www.disneyplus.com/movies/turning-red/4mFPCXJi7N2m,18879922,100,190000000,3U7KaI_NPGg
879538,Crawlspace,2022-03-31,/yZVByCjWvKdSWcYLacoFmnOoSpm.jpg,"After witnessing a brutal murder in a cabin, a man hides in a crawlspace while the killers scour the property for a hidden fortune. As they draw nearer, he must decide if the crawlspace will be his tomb or the battleground in his fight for survival.",6.9,Crawlspace,en,/60UN7vvcWWggLe0Uz9EFZJx718P.jpg,545.689,,0,90,0,uuuyucG4pkI
338958,Disenchanted,2022-11-18,/4x3pt6hoLblBeHebUa4OyiVXFiM.jpg,"Disillusioned with life in the city, feeling out of place in suburbia, and frustrated that her happily ever after hasn’t been so easy to find, Giselle turns to the magic of Andalasia for help. Accidentally transforming the entire town into a real-life fairy tale and placing her family’s future happiness in jeopardy, she must race against time to reverse the spell and determine what happily ever after truly means to her and her family.",7.7,Disenchanted,en,/kpUre8wWSXn3D5RhrMttBZa6w1v.jpg,795.066,https://www.disneyplus.com/movies/disenchanted/5rnVhiRFkaqL,0,119,0,y96v6sdZ9Vo
619730,Don't Worry Darling,2022-09-21,/60hrKYVq6Y1QRJeHNbYo3tHDcUd.jpg,"Alice and Jack are lucky to be living in the idealized community of Victory, the experimental company town housing the men who work for the top-secret Victory Project and their families. But when cracks in their idyllic life begin to appear, exposing flashes of something much more sinister lurking beneath the attractive façade, Alice can’t help questioning exactly what they’re doing in Victory, and why.",6.9,Don't Worry Darling,en,/3ibGaDmgTdXY448ENZmtHEmhP6o.jpg,476.858,https://www.dontworrydarling.movie,86000000,123,35000000,bBYZjqLAafs
629176,Samaritan,2022-08-25,/vwq5iboxYoaSpOmEQrhq9tHicq7.jpg,"Thirteen year old Sam Cleary  suspects that his mysteriously reclusive neighbor Mr. Smith is actually the legendary vigilante Samaritan, who was reported dead 20 years ago. With crime on the rise and the city on the brink of chaos, Sam makes it his mission to coax his neighbor out of hiding to save the city from ruin.",6.9,Samaritan,en,/hYZ4a0JvPETdfgJJ9ZzyFufq8KQ.jpg,509.334,https://www.unitedartistsreleasing.com/samaritan/,0,102,100000000,-dFpz34rNSQ
756999,The Black Phone,2022-06-22,/lr11mCT85T1JanlgjMuhs9nMht4.jpg,"Finney Blake, a shy but clever 13-year-old boy, is abducted by a sadistic killer and trapped in a soundproof basement where screaming is of little use. When a disconnected phone on the wall begins to ring, Finney discovers that he can hear the voices of the killer’s previous victims. And they are dead set on making sure that what happened to them doesn’t happen to Finney.",7.9,The Black Phone,en,/AfvIjhDu9p64jKcmohS4hsPG95Q.jpg,543.854,https://www.theblackphonemovie.com/,161000000,103,17000000,WlWOOljH9S0
810693,Jujutsu Kaisen 0,2021-12-24,/yzkgx79vj1KsZBzxFBIsQBwBkPE.jpg,"Yuta Okkotsu is a nervous high school student who is suffering from a serious problem—his childhood friend Rika has turned into a curse and won't leave him alone. Since Rika is no ordinary curse, his plight is noticed by Satoru Gojo, a teacher at Jujutsu High, a school where fledgling exorcists learn how to combat curses. Gojo convinces Yuta to enroll, but can he learn enough in time to confront the curse that haunts him?",8.3,劇場版 呪術廻戦 0,ja,/geYUecpFI2AonDLhjyK9zoVFcMv.jpg,540.109,,161577527,105,0,2docezZl574
744276,After Ever Happy,2022-08-24,/6b7swg6DLqXCO3XUsMnv6RwDMW2.jpg,"As a shocking truth about a couple's families emerges, the two lovers discover they are not so different from each other. Tessa is no longer the sweet, simple, good girl she was when she met Hardin — any more than he is the cruel, moody boy she fell so hard for.",7,After Ever Happy,en,/rwgmDkIEv8VjAsWx25ottJrFvpO.jpg,580.441,,12467270,95,0,7rVxq0WB09Q
924482,The Ledge,2022-02-18,/S99eCSnRFfeZJmDaIGIZF58H7w.jpg,"A rock climbing adventure between two friends turns into a terrifying nightmare. After Kelly captures the murder of her best friend on camera, she becomes the next target of a tight knit group of friends who will stop at nothing to destroy the evidence and anyone in their way. Desperate for her safety, she begins a treacherous climb up a mountain cliff and her survival instincts are put to the test when she becomes trapped with the killers just 20 feet away.",6.2,The Ledge,en,/jazlkwXfw4KdF6fVTRsolOvRCmu.jpg,520.533,,0,86,2500000,Qsg6ZjZExgs
820067,The Quintessential Quintuplets Movie,2022-05-20,/sg7klpt1xwK1IJirBI9EHaqQwJ5.jpg,"When five lovely young girls who hate studying hire part-time tutor Futaro, he guides not only their education but also their hearts. Time spent has brought them all closer, with feelings growing within the girls and Futaro. As they finish their third year of high school and their last school festival approaches, they set their sights on what’s next. Is there a future with one of them and Futaro?",9,映画 五等分の花嫁,ja,/jBIMZ0AlUYuFNsKbd4L6FojWMoy.jpg,507.683,https://www.thequintessentialquintuplets-movie.com,0,136,0,
1024535,Matriarch,2022-10-11,/eyr8okTqsFTUVW3DD1edTMsWc3u.jpg,"Afflicted with a mysterious disease after surviving an overdose, a woman returns to her childhood home to confront her personal demons but instead discovers a real one.",5.4,Matriarch,en,/7R1gR2t4JL6raEOuZvbP3y0yl8r.jpg,479.382,https://www.hulu.com/movie/matriarch-e9bf60cc-2250-4d30-885e-4b2527c8ff3e,0,85,0,x_M8KJXQBPc
1040263,Don't Leave,2022-11-11,/gjMj7ZJZROBXETrquhHqZ33joJi.jpg,"Semih's girlfriend suddenly breaks up with him. In search of answers about their relationship, he must soon confront what he had long ignored.",5.5,Kal,tr,/faRXxBVMadTD9hnUXgtlKiFgcJB.jpg,478.069,https://www.netflix.com/title/81334952,0,107,0,f-LKtOPn8U4
1024530,Grimcutty,2022-10-10,/qvg75YJMfbHeDNirUrrgBMQImRn.jpg,A suburban teen girl and her little brother must stop a terrifying internet meme brought to life by the hysteria of their parents.,5.6,Grimcutty,en,/y59qFOlmRKfRKIWzxuzUf0mDc4G.jpg,476.569,https://www.hulu.com/movie/grimcutty-c13c6ee6-0307-40ae-8a6a-5c6d48996323,0,101,0,lb3FCMpMN4s
928015,Dracula: The Original Living Vampire,2022-01-28,/weZUBP2WvRwso1wTMNp3JK96ULS.jpg,"Detective Amelia Van Helsing is on the desperate hunt for the killer responsible for a string of grisly murders targeting young women. Matters only worsen when all evidence leads to the seemingly untouchable Count Dracula. And when Van Helsing’s girlfriend vanishes, she is forced to question the very existence of monsters in a final showdown with the enigmatic count.",5.6,Dracula: The Original Living Vampire,en,/wfdc6HVUiIluKxFxe7deJUvnwN0.jpg,434.352,,0,86,0,4166M7xMEuc
579974,RRR,2022-03-24,/kdO4JtO5DnIMyLymQv8C8Ol1CzA.jpg,A fictional history of two legendary revolutionaries' journey away from home before they began fighting for their country in the 1920s.,7.8,రౌద్రం రణం రుధిరం,te,/d3l7kgFJyLTTQSrR4ysCk5yeVyW.jpg,463.183,,160000000,187,69000000,DvZMKC96Utk
916719,Code Name Banshee,2022-07-01,/g29dShv0wHJUvif2KPq039imds5.jpg,"Caleb, a former government assassin in hiding, who resurfaces when his protégé, the equally deadly killer known as Banshee, discovers a bounty has been placed on Caleb's head.",5.1,Code Name Banshee,en,/ttkibtcAjoilW1PbTIFy9U9YOdB.jpg,427.764,,0,93,0,Cj876ciYN0E
86328,Terrifier,2011-08-09,/gb6rq2nD0jRrN0dCzigg2MxXNsB.jpg,"After witnessing a brutal murder on Halloween night, a young woman becomes the next target of a maniacal entity.",6.7,Terrifier,en,/bJa3RcFKgtVKJqTJCSSuBQeP9c8.jpg,397.865,,0,20,0,baOdhIqHCH8
936061,Under Wraps 2,2022-09-25,/y37QvulwOJ1uv0onnDB4ocWEQZn.jpg,"As Marshall, Gilbert and Amy are preparing for her father’s Spooktacular Halloween-themed wedding to his fiancé Carl, plans go awry when they discover that their mummy friend Harold and his beloved Rose may be in danger.",6.6,Under Wraps 2,en,/vcqqpzVyMiShaneJmAGbJ6i7bo1.jpg,420.359,,0,83,0,K2AZSUFyPxc
1034470,Barbie Epic Road Trip,2022-10-25,/a2a1Y6a6UriLJ0U7cGjphPOWQPK.jpg,"In this interactive adventure, Barbie goes on a cross-country trek with friends and makes big decisions about the future. Which dream will she choose?",7.2,Barbie Epic Road Trip,en,/pUrabCPfEkAXdyml0FZ07rYwur0.jpg,409.493,https://www.netflix.com/title/81260654,0,37,0,Jn3XItbtt8E
884363,Togo,2022-10-05,/5YZ8JKV8i437z6O4YQ2IEzcSlsD.jpg,"Togo just wants to watch his neighbors' homes, wash their cars and clean up their sidewalks. But the drug traffickers want more from him.",6.5,Togo,es,/3G8xATwPSnkvkxFGquKnG2xobp7.jpg,424.417,https://www.netflix.com/title/81504388,0,95,0,ygHjAp3m2eU
812488,Don't Come Back Alive,2022-09-02,/arb5afU36jYYmDvOWMW3i8Z4Tmd.jpg,"Camila is a young member of an elite police unit. During an operation in a dangerous area, she turns up in the middle of a ritual, in which their members burnt themselves to death. She suffers severe burns all over her body and goes into a coma. In her long recovery, her friend Fatima, a criminal prosecutor, and her partner and ex-boyfriend Ángel will help her. But Camila acts strange, she is distant, emotionless. The albino, a female figure who is attached to her soul since the ritual episode, is here to play a game with the three of them.",6.1,Mete miedo,es,/6VtzCw8Wd9UWSA5FcXK6Kh2y5FE.jpg,439.41,,0,85,0,D0yAbeR-6d4
585083,Hotel Transylvania: Transformania,2022-02-25,/teCy1egGQa0y8ULJvlrDHQKnxBL.jpg,"When Van Helsing's mysterious invention, the ""Monsterfication Ray,"" goes haywire, Drac and his monster pals are all transformed into humans, and Johnny becomes a monster. In their new mismatched bodies, Drac and Johnny must team up and race across the globe to find a cure before it's too late, and before they drive each other crazy.",7.1,Hotel Transylvania: Transformania,en,/m3Ys7UDzUzOyoPYKzp4GhKKokUr.jpg,437.923,https://www.hoteltmovie.com,0,87,0,KKL6aGwybHg
560052,My Father's Dragon,2022-11-04,/6hgEe1w0An5fKi3ZqIUBwOyIN2y.jpg,"Struggling to cope after a move to the city with his mother, Elmer runs away in search of Wild Island and a young dragon who waits to be rescued. Elmer’s adventures introduce him to ferocious beasts, a mysterious island and the friendship of a lifetime.",7.6,My Father's Dragon,en,/gJESrIalQkXe7bh9ckyQvgCSlhq.jpg,471.204,http://www.netflix.com/title/80178603,0,104,0,GlazLWCvGWk
886396,Batman and Superman: Battle of the Super Sons,2022-10-17,/nBaVsNvUxIuvhPw3xTaAJIw8me4.jpg,"After discovering he has powers, 11-year-old Jonathan Kent and assassin-turned-Boy-Wonder Damian Wayne must join forces to rescue their fathers (Superman & Batman) and save the planet from the malevolent alien force known as Starro.",8,Batman and Superman: Battle of the Super Sons,en,/iQJ1gC2p6yn5wnBEklhPaEFJ3n1.jpg,407.535,https://www.warnerbros.com/movies/batman-and-superman-battle-super-sons,0,79,0,3CRBmGS2tPM
811061,So Cold the River,2022-03-25,/dhnFKLefUEFTq35XGM6GpKUyi4D.jpg,A documentary filmmaker's research on a town's mysterious benefactor unearths an unexplained evil while staying at a local resort.,5.6,So Cold the River,en,/mk9LcqxSPVxvquFhQYg8vRhC1zM.jpg,415.429,,0,93,0,LqNM1a6j6Jo
429473,Lou,2022-09-23,/djM2s4wSaATn4jVB33cV05PEbV7.jpg,A young girl is kidnapped during a powerful storm. Her mother joins forces with her mysterious neighbour to set off in pursuit of the kidnapper. Their journey will test their limits and expose the dark secrets of their past.,6.7,Lou,en,/rgZ3hdzgMgYgzvBfwNEVW01bpK1.jpg,420.69,https://www.netflix.com/title/81058695,0,107,0,Kxz8Gh4vyoM
851644,20th Century Girl,2022-10-06,/od22ftNnyag0TTxcnJhlsu3aLoU.jpg,"Yeon-du asks her best friend Bora to collect all the information she can about Baek Hyun-jin while she is away in the U.S. for heart surgery. Bora decides to get close to Baek's best friend, Pung Woon-ho first. However, Bora's clumsy plan unfolds in an unexpected direction. In 1999, a year before the new century, Bora, who turns seventeen, falls into the fever of first love.",8.7,20세기 소녀,ko,/rl7Jw8PjhSIjArOlDNv0JQPL1ZV.jpg,427.02,,0,119,121,KFS4_qevE7M
